epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,13.8153,1.05786,1.84314,2.64588,1.3198,0.01999,1,0.58383,0.48374,0.01336,0.5,0.22945,0.16493,0.84285,0.99611,2.8255,1.15876,0.000217207,0.000217207,0.000217207
16,14.606,0.91106,1.6587,2.50826,1.18423,0.02007,1,0.64059,0.49972,0.0132,0.5,0.24365,0.18278,0.73496,0.8583,2.80967,1.07234,0.000231484,0.000231484,0.000231484
17,15.67,0.9779,1.43336,2.50251,1.22448,0.02005,1,0.6349,0.44554,0.01325,0.5,0.26514,0.2041,0.66699,0.84214,2.8032,1.03967,0.000245596,0.000245596,0.000245596
18,16.4408,0.90183,1.57944,2.39672,1.1556,0.02005,1,0.6349,0.44554,0.01325,0.5,0.26514,0.2041,0.66699,0.84214,2.8032,1.03967,0.000259543,0.000259543,0.000259543
19,17.243,0.85896,1.50142,2.3894,1.17709,0.01986,1,0.75509,0.49796,0.01378,0.5,0.27111,0.20395,0.69176,0.98661,2.8072,1.05831,0.000273325,0.000273325,0.000273325
20,18.3511,0.84358,1.13307,2.34335,1.14591,0.01986,1,0.75509,0.49796,0.01378,0.5,0.27111,0.20395,0.69176,0.98661,2.8072,1.05831,0.000286942,0.000286942,0.000286942
21,19.4337,0.90774,1.22275,2.34937,1.19634,0.01983,1,0.68952,0.52328,0.01405,0.5,0.28155,0.17788,0.84135,1.38704,2.82212,1.15503,0.000300393,0.000300393,0.000300393
22,20.2114,0.89221,1.75039,2.2739,1.197,0.01983,1,0.68952,0.52328,0.01405,0.5,0.28155,0.17788,0.84135,1.38704,2.82212,1.15503,0.00031368,0.00031368,0.00031368
23,21.0412,0.79703,1.04244,2.11962,1.12324,0.01983,1,0.69165,0.42236,0.01413,0.5,0.21399,0.12739,0.99354,1.5146,2.8296,1.26537,0.000326802,0.000326802,0.000326802
24,21.8169,0.89154,1.15903,2.16928,1.13683,0.01983,1,0.69165,0.42236,0.01413,0.5,0.21399,0.12739,0.99354,1.5146,2.8296,1.26537,0.000339759,0.000339759,0.000339759
25,22.6354,0.8718,1.39523,2.1562,1.15535,0.01983,1,0.68847,0.46832,0.01359,0.47917,0.15787,0.11421,0.97365,1.76001,2.80978,1.25509,0.00035255,0.00035255,0.00035255
26,23.4361,0.93006,1.60549,2.06202,1.23213,0.01983,1,0.68847,0.46832,0.01359,0.47917,0.15787,0.11421,0.97365,1.76001,2.80978,1.25509,0.000365177,0.000365177,0.000365177
27,24.2688,0.89562,1.14859,2.08144,1.08646,0.01985,1,0.72568,0.50758,0.01384,0.5,0.27818,0.17115,0.97148,1.49776,2.7628,1.21204,0.000377639,0.000377639,0.000377639
28,25.059,0.88841,1.13824,1.84004,1.12902,0.01985,1,0.72568,0.50758,0.01384,0.5,0.27818,0.17115,0.97148,1.49776,2.7628,1.21204,0.000389935,0.000389935,0.000389935
29,25.8374,0.86989,1.46343,1.94043,1.15928,0.01984,1,0.79021,0.54736,0.01333,0.47917,0.29123,0.20666,0.82343,1.70089,2.72453,1.10523,0.000402067,0.000402067,0.000402067
30,26.9564,0.9547,1.29929,1.76341,1.21371,0.01984,1,0.79021,0.54736,0.01333,0.47917,0.29123,0.20666,0.82343,1.70089,2.72453,1.10523,0.000414034,0.000414034,0.000414034
31,28.0878,0.91632,1.31858,1.79077,1.12787,0.01926,0.97917,0.73225,0.47326,0.01394,0.5,0.25977,0.19033,0.84814,1.72862,2.71527,1.12039,0.000425835,0.000425835,0.000425835
32,28.8729,0.87854,1.29411,1.66797,1.13844,0.01926,0.97917,0.73225,0.47326,0.01394,0.5,0.25977,0.19033,0.84814,1.72862,2.71527,1.12039,0.000437472,0.000437472,0.000437472
33,29.6821,0.88654,1.02593,1.64734,1.15166,0.01983,1,0.7257,0.57389,0.0135,0.47917,0.2267,0.16233,0.80505,1.81879,2.67796,1.12199,0.000448943,0.000448943,0.000448943
34,30.4652,0.86064,1.0214,1.61997,1.09225,0.01983,1,0.7257,0.57389,0.0135,0.47917,0.2267,0.16233,0.80505,1.81879,2.67796,1.12199,0.00046025,0.00046025,0.00046025
35,31.2916,0.90404,1.04815,1.63988,1.16165,0.01984,1,0.77989,0.61466,0.01329,0.47917,0.28471,0.18736,0.83922,1.80013,2.64553,1.17234,0.000471391,0.000471391,0.000471391
36,32.3668,0.84773,1.30042,1.50304,1.14989,0.01984,1,0.77989,0.61466,0.01329,0.47917,0.28471,0.18736,0.83922,1.80013,2.64553,1.17234,0.000482367,0.000482367,0.000482367
37,33.4818,0.77758,1.11572,1.51927,1.08841,0.01983,1,0.74194,0.58108,0.01343,0.47917,0.24414,0.15957,0.86371,1.67278,2.62883,1.21259,0.000493179,0.000493179,0.000493179
38,34.2587,0.86035,1.12758,1.39157,1.11096,0.01983,1,0.74194,0.58108,0.01343,0.47917,0.24414,0.15957,0.86371,1.67278,2.62883,1.21259,0.000503825,0.000503825,0.000503825
39,35.2103,0.71355,1.07628,1.34116,1.05521,0.01983,1,0.74383,0.64666,0.01358,0.47917,0.24578,0.1808,0.89948,1.36442,2.5674,1.22698,0.000514306,0.000514306,0.000514306
40,36.2931,0.86696,0.95378,1.23627,1.1332,0.01983,1,0.74383,0.64666,0.01358,0.47917,0.24578,0.1808,0.89948,1.36442,2.5674,1.22698,0.000524622,0.000524622,0.000524622
41,37.4206,0.84059,0.90405,1.2208,1.17179,0.01929,0.97917,0.73288,0.62959,0.01402,0.47917,0.23538,0.17354,1.02002,1.6867,2.55431,1.31182,0.000534774,0.000534774,0.000534774
42,38.2061,0.87784,0.91273,1.25517,1.1207,0.01929,0.97917,0.73288,0.62959,0.01402,0.47917,0.23538,0.17354,1.02002,1.6867,2.55431,1.31182,0.00054476,0.00054476,0.00054476
43,39.0053,0.87572,1.10824,1.26799,1.14467,0.01933,0.97917,0.71448,0.56636,0.01423,0.47917,0.1952,0.15027,1.14052,2.30337,2.56515,1.39839,0.000554581,0.000554581,0.000554581
44,39.7792,0.84597,0.83823,1.08395,1.10607,0.01933,0.97917,0.71448,0.56636,0.01423,0.47917,0.1952,0.15027,1.14052,2.30337,2.56515,1.39839,0.000564237,0.000564237,0.000564237
45,40.6048,0.85543,1.00736,1.19517,1.19629,0.01932,0.97917,0.72772,0.59566,0.01355,0.45833,0.20696,0.13774,1.14728,2.30105,2.54033,1.39729,0.000573728,0.000573728,0.000573728
46,41.3739,0.98597,1.04961,1.17596,1.23437,0.01932,0.97917,0.72772,0.59566,0.01355,0.45833,0.20696,0.13774,1.14728,2.30105,2.54033,1.39729,0.000583054,0.000583054,0.000583054
47,42.1703,1.0035,1.3164,1.17488,1.16304,0.34261,0.72917,0.74065,0.57843,0.01389,0.45833,0.21993,0.15048,1.08187,1.8443,2.47967,1.32597,0.000592215,0.000592215,0.000592215
48,42.996,0.90037,0.88246,1.04922,1.12104,0.34261,0.72917,0.74065,0.57843,0.01389,0.45833,0.21993,0.15048,1.08187,1.8443,2.47967,1.32597,0.000601211,0.000601211,0.000601211
49,43.7781,0.90674,0.88137,1.08868,1.18569,0.96033,0.6268,0.73272,0.5754,0.5,0.1268,0.23983,0.16079,1.15259,1.42481,2.46054,1.33122,0.000610042,0.000610042,0.000610042
50,44.5567,0.77967,0.92117,1.0229,1.06553,0.96033,0.6268,0.73272,0.5754,0.5,0.1268,0.23983,0.16079,1.15259,1.42481,2.46054,1.33122,0.000618708,0.000618708,0.000618708
51,45.4919,0.88112,0.78499,1.0279,1.16913,1,0.2703,0.74687,0.57104,0.5,0.09093,0.26113,0.19372,1.13736,1.16869,2.38054,1.30704,0.000627209,0.000627209,0.000627209
52,46.2828,0.71354,0.6815,0.93446,1.05824,1,0.2703,0.74687,0.57104,0.5,0.09093,0.26113,0.19372,1.13736,1.16869,2.38054,1.30704,0.000635545,0.000635545,0.000635545
53,47.0656,0.7899,0.80589,1.03307,1.14458,1,0.2703,0.74687,0.57104,0.5,0.09093,0.26113,0.19372,1.13736,1.16869,2.38054,1.30704,0.000643715,0.000643715,0.000643715
54,47.8772,0.83962,1.00503,1.04012,1.14711,1,0.3859,0.7666,0.65785,0.5,0.16534,0.2732,0.20716,1.0007,1.03435,2.25335,1.25429,0.000651721,0.000651721,0.000651721
55,48.9403,0.78339,0.6667,0.98971,1.10126,1,0.3859,0.7666,0.65785,0.5,0.16534,0.2732,0.20716,1.0007,1.03435,2.25335,1.25429,0.000659562,0.000659562,0.000659562
56,50.03,0.80271,0.81795,0.95355,1.11572,1,0.3859,0.7666,0.65785,0.5,0.16534,0.2732,0.20716,1.0007,1.03435,2.25335,1.25429,0.000667238,0.000667238,0.000667238
57,51.1369,0.75835,0.70556,0.91756,1.09576,0.95832,0.40757,0.78556,0.65903,0.45832,0.16667,0.29135,0.21185,0.93598,0.99333,2.14052,1.22997,0.000674748,0.000674748,0.000674748
58,52.251,0.79907,1.06862,0.90843,1.08812,0.95832,0.40757,0.78556,0.65903,0.45832,0.16667,0.29135,0.21185,0.93598,0.99333,2.14052,1.22997,0.000682094,0.000682094,0.000682094
59,53.3156,0.80785,0.98312,0.97963,1.14848,0.95832,0.40757,0.78556,0.65903,0.45832,0.16667,0.29135,0.21185,0.93598,0.99333,2.14052,1.22997,0.000689274,0.000689274,0.000689274
60,54.4362,0.74147,0.77741,0.94443,1.08262,0.99385,0.68602,0.81853,0.65886,0.5,0.18584,0.32533,0.22295,0.92542,1.09198,2.01902,1.21336,0.00069629,0.00069629,0.00069629
61,55.5223,0.80659,0.9376,0.89494,1.09004,0.99385,0.68602,0.81853,0.65886,0.5,0.18584,0.32533,0.22295,0.92542,1.09198,2.01902,1.21336,0.000703141,0.000703141,0.000703141
62,56.6297,0.76613,0.62463,0.89769,1.12472,0.99385,0.68602,0.81853,0.65886,0.5,0.18584,0.32533,0.22295,0.92542,1.09198,2.01902,1.21336,0.000709826,0.000709826,0.000709826
63,57.7266,0.80403,0.89158,0.93925,1.14327,1,0.67924,0.8574,0.67686,0.44779,0.1792,0.32753,0.23376,0.93313,1.37901,1.91751,1.22377,0.000716347,0.000716347,0.000716347
64,58.8114,0.78819,0.97865,0.88944,1.10281,1,0.67924,0.8574,0.67686,0.44779,0.1792,0.32753,0.23376,0.93313,1.37901,1.91751,1.22377,0.000722702,0.000722702,0.000722702
65,59.9242,0.83317,0.75533,0.90098,1.10172,1,0.67924,0.8574,0.67686,0.44779,0.1792,0.32753,0.23376,0.93313,1.37901,1.91751,1.22377,0.000728892,0.000728892,0.000728892
66,60.9949,0.66793,0.60804,0.81191,1.06871,0.94736,0.7263,0.86677,0.69519,0.40784,0.18463,0.29769,0.23095,1.00148,1.90419,1.88373,1.2537,0.000734918,0.000734918,0.000734918
67,62.1015,0.74744,0.68865,0.87528,1.09875,0.94736,0.7263,0.86677,0.69519,0.40784,0.18463,0.29769,0.23095,1.00148,1.90419,1.88373,1.2537,0.000740778,0.000740778,0.000740778
68,63.1744,0.77376,0.85162,0.88528,1.11477,0.94736,0.7263,0.86677,0.69519,0.40784,0.18463,0.29769,0.23095,1.00148,1.90419,1.88373,1.2537,0.000746473,0.000746473,0.000746473
69,64.2894,0.79383,0.83912,0.89828,1.10632,0.9522,0.69931,0.83522,0.68452,0.36171,0.16372,0.27358,0.21678,0.95479,2.23018,1.90555,1.25864,0.000752004,0.000752004,0.000752004
70,65.0692,0.72922,0.68699,0.82958,1.02511,0.9522,0.69931,0.83522,0.68452,0.36171,0.16372,0.27358,0.21678,0.95479,2.23018,1.90555,1.25864,0.000757369,0.000757369,0.000757369
71,65.8469,0.84057,1.05486,0.92307,1.04757,0.9522,0.69931,0.83522,0.68452,0.36171,0.16372,0.27358,0.21678,0.95479,2.23018,1.90555,1.25864,0.000762569,0.000762569,0.000762569
72,66.6482,0.74011,0.96039,0.85015,1.06459,1,0.69675,0.85584,0.67954,0.41134,0.19368,0.27209,0.22567,0.89592,2.38347,1.8668,1.2417,0.000767604,0.000767604,0.000767604
73,67.455,0.78314,0.91499,0.90388,1.11391,1,0.69675,0.85584,0.67954,0.41134,0.19368,0.27209,0.22567,0.89592,2.38347,1.8668,1.2417,0.000772474,0.000772474,0.000772474
74,68.2289,0.85359,0.97766,0.88052,1.13474,1,0.69675,0.85584,0.67954,0.41134,0.19368,0.27209,0.22567,0.89592,2.38347,1.8668,1.2417,0.00077718,0.00077718,0.00077718
75,69.0496,0.83256,0.78422,0.89178,1.11824,0.89337,0.70245,0.85928,0.67671,0.43658,0.20833,0.31122,0.23037,0.88388,2.00416,1.80599,1.23054,0.00078172,0.00078172,0.00078172
76,69.8326,0.75844,0.7589,0.78737,1.04818,0.89337,0.70245,0.85928,0.67671,0.43658,0.20833,0.31122,0.23037,0.88388,2.00416,1.80599,1.23054,0.000786095,0.000786095,0.000786095
77,70.6387,0.77702,0.74683,0.80784,1.05653,0.89337,0.70245,0.85928,0.67671,0.43658,0.20833,0.31122,0.23037,0.88388,2.00416,1.80599,1.23054,0.000790305,0.000790305,0.000790305
78,71.4493,0.74345,0.83173,0.8656,1.06552,0.97536,0.65511,0.88551,0.71959,0.5,0.24249,0.37275,0.25614,0.90298,1.49492,1.69625,1.18899,0.00079435,0.00079435,0.00079435
79,72.5486,0.7382,0.68419,0.78495,1.05419,0.97536,0.65511,0.88551,0.71959,0.5,0.24249,0.37275,0.25614,0.90298,1.49492,1.69625,1.18899,0.00079823,0.00079823,0.00079823
80,73.7,0.65829,0.59757,0.77313,0.99605,0.97536,0.65511,0.88551,0.71959,0.5,0.24249,0.37275,0.25614,0.90298,1.49492,1.69625,1.18899,0.000801945,0.000801945,0.000801945
81,74.8549,0.7596,0.77403,0.798,1.03003,0.90726,0.72128,0.90265,0.7353,0.5,0.2716,0.38687,0.28972,0.88277,1.20531,1.53806,1.16971,0.000805494,0.000805494,0.000805494
82,75.9494,0.60537,0.71931,0.75579,1.00028,0.90726,0.72128,0.90265,0.7353,0.5,0.2716,0.38687,0.28972,0.88277,1.20531,1.53806,1.16971,0.000808879,0.000808879,0.000808879
83,77.0731,0.70543,0.78433,0.82903,1.07104,0.90726,0.72128,0.90265,0.7353,0.5,0.2716,0.38687,0.28972,0.88277,1.20531,1.53806,1.16971,0.000812099,0.000812099,0.000812099
84,78.1658,0.72835,0.72889,0.76674,1.06762,0.87615,0.79551,0.90286,0.78708,0.44433,0.33257,0.39971,0.31239,0.77184,0.89952,1.39133,1.09643,0.000815154,0.000815154,0.000815154
85,79.2967,0.73231,0.89208,0.81761,1.02471,0.87615,0.79551,0.90286,0.78708,0.44433,0.33257,0.39971,0.31239,0.77184,0.89952,1.39133,1.09643,0.000818044,0.000818044,0.000818044
86,80.3798,0.69509,0.67761,0.76907,1.00797,0.87615,0.79551,0.90286,0.78708,0.44433,0.33257,0.39971,0.31239,0.77184,0.89952,1.39133,1.09643,0.000820768,0.000820768,0.000820768
87,81.4752,0.69566,0.92026,0.78132,1.04142,0.87615,0.79551,0.90286,0.78708,0.44433,0.33257,0.39971,0.31239,0.77184,0.89952,1.39133,1.09643,0.000823328,0.000823328,0.000823328
88,82.5995,0.73984,0.84898,0.80245,1.05134,0.87893,0.8125,0.90649,0.78464,0.41374,0.33333,0.39508,0.31737,0.80023,0.80047,1.19841,1.15237,0.000825723,0.000825723,0.000825723
89,83.7224,0.70371,0.73147,0.77846,1.03958,0.87893,0.8125,0.90649,0.78464,0.41374,0.33333,0.39508,0.31737,0.80023,0.80047,1.19841,1.15237,0.000827952,0.000827952,0.000827952
90,84.7983,0.75696,0.86031,0.90992,1.15047,0.87893,0.8125,0.90649,0.78464,0.41374,0.33333,0.39508,0.31737,0.80023,0.80047,1.19841,1.15237,0.000830017,0.000830017,0.000830017
91,85.9191,0.78252,0.92442,0.79921,1.03067,0.87893,0.8125,0.90649,0.78464,0.41374,0.33333,0.39508,0.31737,0.80023,0.80047,1.19841,1.15237,0.000831916,0.000831916,0.000831916
92,87.0611,0.74477,0.89553,0.83662,1.05577,0.89463,0.80843,0.89247,0.75888,0.38332,0.34244,0.3982,0.30131,0.92983,0.97526,1.17383,1.24901,0.000833651,0.000833651,0.000833651
93,87.8427,0.61274,0.69303,0.70292,1.00693,0.89463,0.80843,0.89247,0.75888,0.38332,0.34244,0.3982,0.30131,0.92983,0.97526,1.17383,1.24901,0.00083522,0.00083522,0.00083522
94,88.6304,0.66835,0.72686,0.75585,1.02633,0.89463,0.80843,0.89247,0.75888,0.38332,0.34244,0.3982,0.30131,0.92983,0.97526,1.17383,1.24901,0.000836625,0.000836625,0.000836625
95,89.4398,0.69581,0.87819,0.75978,1.01184,0.89463,0.80843,0.89247,0.75888,0.38332,0.34244,0.3982,0.30131,0.92983,0.97526,1.17383,1.24901,0.000837864,0.000837864,0.000837864
96,90.2844,0.71923,0.72018,0.75848,0.98837,0.93388,0.80948,0.90698,0.72697,0.42449,0.35145,0.40948,0.30712,0.97287,1.0312,1.12729,1.25917,0.000838939,0.000838939,0.000838939
97,91.0684,0.65419,0.58773,0.73225,1.02955,0.93388,0.80948,0.90698,0.72697,0.42449,0.35145,0.40948,0.30712,0.97287,1.0312,1.12729,1.25917,0.000839848,0.000839848,0.000839848
98,91.8586,0.68878,0.84962,0.76887,1.0842,0.93388,0.80948,0.90698,0.72697,0.42449,0.35145,0.40948,0.30712,0.97287,1.0312,1.12729,1.25917,0.000840592,0.000840592,0.000840592
99,92.6795,0.67694,0.64226,0.73559,1.01784,0.93388,0.80948,0.90698,0.72697,0.42449,0.35145,0.40948,0.30712,0.97287,1.0312,1.12729,1.25917,0.000841172,0.000841172,0.000841172
100,93.4882,0.66997,0.85333,0.78555,1.0227,0.91773,0.82326,0.90726,0.71549,0.5,0.32885,0.41022,0.30637,0.98362,1.01821,1.09863,1.27752,0.000841586,0.000841586,0.000841586
101,94.3092,0.67118,0.70409,0.80645,1.04823,0.91773,0.82326,0.90726,0.71549,0.5,0.32885,0.41022,0.30637,0.98362,1.01821,1.09863,1.27752,0.000841835,0.000841835,0.000841835
102,95.2289,0.65482,0.61262,0.73762,1.03386,0.91773,0.82326,0.90726,0.71549,0.5,0.32885,0.41022,0.30637,0.98362,1.01821,1.09863,1.27752,0.000833583,0.000833583,0.000833583
103,96.0289,0.6648,0.74573,0.73422,1.01258,0.91773,0.82326,0.90726,0.71549,0.5,0.32885,0.41022,0.30637,0.98362,1.01821,1.09863,1.27752,0.000825332,0.000825332,0.000825332
104,96.8254,0.61249,0.65431,0.69016,0.99058,0.97015,0.80728,0.9148,0.76843,0.44873,0.375,0.42037,0.29837,0.95659,0.94394,1.00703,1.27144,0.00081708,0.00081708,0.00081708
105,97.6013,0.72214,0.95601,0.78124,1.06485,0.97015,0.80728,0.9148,0.76843,0.44873,0.375,0.42037,0.29837,0.95659,0.94394,1.00703,1.27144,0.000808828,0.000808828,0.000808828
106,98.3873,0.68613,0.68151,0.73813,1.01228,0.97015,0.80728,0.9148,0.76843,0.44873,0.375,0.42037,0.29837,0.95659,0.94394,1.00703,1.27144,0.000800577,0.000800577,0.000800577
107,99.1738,0.61723,0.75182,0.72361,1.00033,0.97015,0.80728,0.9148,0.76843,0.44873,0.375,0.42037,0.29837,0.95659,0.94394,1.00703,1.27144,0.000792325,0.000792325,0.000792325
108,100.005,0.62548,0.78675,0.74455,1.02235,0.9094,0.85505,0.90618,0.74561,0.47355,0.37308,0.42511,0.29541,0.94029,0.97402,0.98161,1.28275,0.000784073,0.000784073,0.000784073
109,100.798,0.6574,0.79091,0.74602,0.99415,0.9094,0.85505,0.90618,0.74561,0.47355,0.37308,0.42511,0.29541,0.94029,0.97402,0.98161,1.28275,0.000775822,0.000775822,0.000775822
110,101.594,0.60602,0.58238,0.72041,1.03754,0.9094,0.85505,0.90618,0.74561,0.47355,0.37308,0.42511,0.29541,0.94029,0.97402,0.98161,1.28275,0.00076757,0.00076757,0.00076757
111,102.396,0.60949,0.63137,0.72238,1.00917,0.9094,0.85505,0.90618,0.74561,0.47355,0.37308,0.42511,0.29541,0.94029,0.97402,0.98161,1.28275,0.000759318,0.000759318,0.000759318
112,103.186,0.67136,0.79096,0.83665,1.06703,0.95179,0.79167,0.90809,0.74443,0.40861,0.35417,0.3955,0.27343,0.95158,1.08426,0.98732,1.31807,0.000751067,0.000751067,0.000751067
113,103.974,0.58485,0.6143,0.69184,0.97183,0.95179,0.79167,0.90809,0.74443,0.40861,0.35417,0.3955,0.27343,0.95158,1.08426,0.98732,1.31807,0.000742815,0.000742815,0.000742815
114,104.762,0.60582,0.60619,0.69937,0.96903,0.95179,0.79167,0.90809,0.74443,0.40861,0.35417,0.3955,0.27343,0.95158,1.08426,0.98732,1.31807,0.000734564,0.000734564,0.000734564
115,105.625,0.65703,0.64064,0.74162,1.01155,0.95179,0.79167,0.90809,0.74443,0.40861,0.35417,0.3955,0.27343,0.95158,1.08426,0.98732,1.31807,0.000726312,0.000726312,0.000726312
116,106.499,0.62817,0.67997,0.7237,1.04911,0.91252,0.89583,0.92797,0.76878,0.43311,0.35417,0.38945,0.2739,0.89787,1.21765,0.94552,1.23872,0.00071806,0.00071806,0.00071806
117,107.294,0.66109,0.65976,0.7037,1.04244,0.91252,0.89583,0.92797,0.76878,0.43311,0.35417,0.38945,0.2739,0.89787,1.21765,0.94552,1.23872,0.000709809,0.000709809,0.000709809
118,108.087,0.63128,1.08716,0.79174,1.03181,0.91252,0.89583,0.92797,0.76878,0.43311,0.35417,0.38945,0.2739,0.89787,1.21765,0.94552,1.23872,0.000701557,0.000701557,0.000701557
119,108.868,0.61571,0.75234,0.72967,1.01948,0.91252,0.89583,0.92797,0.76878,0.43311,0.35417,0.38945,0.2739,0.89787,1.21765,0.94552,1.23872,0.000693305,0.000693305,0.000693305
120,109.739,0.60565,0.64976,0.67825,1.02026,0.90282,0.86575,0.92227,0.8048,0.43941,0.35417,0.43307,0.3067,0.8304,0.94277,0.90651,1.17928,0.000685054,0.000685054,0.000685054
121,110.856,0.64191,0.52727,0.74314,1.00518,0.90282,0.86575,0.92227,0.8048,0.43941,0.35417,0.43307,0.3067,0.8304,0.94277,0.90651,1.17928,0.000676802,0.000676802,0.000676802
122,111.968,0.58949,0.46862,0.67842,1.00499,0.90282,0.86575,0.92227,0.8048,0.43941,0.35417,0.43307,0.3067,0.8304,0.94277,0.90651,1.17928,0.00066855,0.00066855,0.00066855
123,113.075,0.553,0.54369,0.66775,0.95379,0.90282,0.86575,0.92227,0.8048,0.43941,0.35417,0.43307,0.3067,0.8304,0.94277,0.90651,1.17928,0.000660299,0.000660299,0.000660299
124,114.221,0.56415,0.85983,0.68625,0.98247,0.88056,0.86339,0.92632,0.77721,0.42421,0.34998,0.41744,0.31423,0.83464,0.78637,0.86896,1.15391,0.000652047,0.000652047,0.000652047
125,114.996,0.65088,0.72862,0.75077,0.99916,0.88056,0.86339,0.92632,0.77721,0.42421,0.34998,0.41744,0.31423,0.83464,0.78637,0.86896,1.15391,0.000643795,0.000643795,0.000643795
126,115.771,0.6282,0.61907,0.76254,1.0489,0.88056,0.86339,0.92632,0.77721,0.42421,0.34998,0.41744,0.31423,0.83464,0.78637,0.86896,1.15391,0.000635544,0.000635544,0.000635544
127,116.547,0.62809,0.56484,0.66528,0.98428,0.88056,0.86339,0.92632,0.77721,0.42421,0.34998,0.41744,0.31423,0.83464,0.78637,0.86896,1.15391,0.000627292,0.000627292,0.000627292
128,117.358,0.60067,0.71381,0.70454,1.03871,0.90763,0.83333,0.93302,0.77557,0.33027,0.44606,0.42394,0.31912,0.8529,0.72329,0.89832,1.14552,0.00061904,0.00061904,0.00061904
129,118.136,0.60148,0.54895,0.70474,1.00681,0.90763,0.83333,0.93302,0.77557,0.33027,0.44606,0.42394,0.31912,0.8529,0.72329,0.89832,1.14552,0.000610789,0.000610789,0.000610789
130,118.954,0.58497,0.70923,0.72165,0.99969,0.90763,0.83333,0.93302,0.77557,0.33027,0.44606,0.42394,0.31912,0.8529,0.72329,0.89832,1.14552,0.000602537,0.000602537,0.000602537
131,119.728,0.66811,0.83832,0.73496,1.03534,0.90763,0.83333,0.93302,0.77557,0.33027,0.44606,0.42394,0.31912,0.8529,0.72329,0.89832,1.14552,0.000594286,0.000594286,0.000594286
132,120.53,0.63812,0.56077,0.7124,0.99729,0.90677,0.83333,0.91556,0.7585,0.41936,0.375,0.42274,0.30778,0.84496,0.74078,0.93283,1.14456,0.000586034,0.000586034,0.000586034
