epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,9.43696,1.45996,2.71609,2.96937,1.5692,0.01877,0.95833,0.3576,0.2337,0.01246,0.45833,0.168,0.08995,1.14086,1.62196,2.90097,1.41149,0.000155698,0.000155698,0.000155698
12,10.5627,1.13676,2.33977,2.90652,1.34098,0.01937,0.97917,0.41955,0.30862,0.01348,0.5,0.19176,0.10357,1.05332,1.38531,2.87463,1.33829,0.000170057,0.000170057,0.000170057
13,11.778,1.22844,2.31404,2.85937,1.36018,0.01999,1,0.62735,0.51602,0.01336,0.5,0.22983,0.11734,0.93126,1.22883,2.84276,1.23852,0.000184197,0.000184197,0.000184197
14,12.8982,1.00208,1.83947,2.80168,1.22104,0.02007,1,0.7264,0.60096,0.01322,0.5,0.2289,0.15503,0.86904,1.1046,2.84064,1.19239,0.000198116,0.000198116,0.000198116
15,14.0233,1.02675,1.85495,2.65663,1.30661,0.01995,1,0.73379,0.61722,0.01344,0.5,0.23629,0.17585,0.764,0.98004,2.82636,1.13413,0.000211816,0.000211816,0.000211816
16,15.1454,0.92199,1.75521,2.53763,1.18925,0.01997,1,0.74444,0.6215,0.01339,0.5,0.2501,0.19974,0.74646,0.90819,2.8435,1.10591,0.000225295,0.000225295,0.000225295
17,16.2481,0.98339,1.4633,2.52815,1.23707,0.01987,1,0.75761,0.5946,0.0137,0.5,0.27024,0.20796,0.70347,0.96153,2.84423,1.07564,0.000238554,0.000238554,0.000238554
18,17.0148,0.87081,1.65543,2.42119,1.15524,0.01987,1,0.75761,0.5946,0.0137,0.5,0.27024,0.20796,0.70347,0.96153,2.84423,1.07564,0.000251594,0.000251594,0.000251594
19,17.8309,0.83006,1.52918,2.41184,1.17631,0.01984,1,0.77169,0.57364,0.0139,0.5,0.27419,0.18887,0.75024,1.00297,2.83001,1.08179,0.000264413,0.000264413,0.000264413
20,18.6218,0.85748,1.26191,2.33806,1.15574,0.01984,1,0.77169,0.57364,0.0139,0.5,0.27419,0.18887,0.75024,1.00297,2.83001,1.08179,0.000277012,0.000277012,0.000277012
21,19.4269,0.88988,1.32476,2.37543,1.17738,0.01983,1,0.74976,0.50063,0.0141,0.5,0.2596,0.17233,0.79527,1.07433,2.82575,1.12804,0.000289391,0.000289391,0.000289391
22,20.2262,0.89773,1.77125,2.29794,1.20701,0.01983,1,0.74976,0.50063,0.0141,0.5,0.2596,0.17233,0.79527,1.07433,2.82575,1.12804,0.00030155,0.00030155,0.00030155
23,21.0272,0.83411,0.99935,2.13675,1.14222,0.01984,1,0.71128,0.45738,0.01427,0.5,0.29536,0.18707,0.8142,1.19163,2.81636,1.12427,0.000313489,0.000313489,0.000313489
24,21.7983,0.87503,1.24959,2.1825,1.1463,0.01984,1,0.71128,0.45738,0.01427,0.5,0.29536,0.18707,0.8142,1.19163,2.81636,1.12427,0.000325208,0.000325208,0.000325208
25,22.5988,0.87544,1.36689,2.19122,1.14922,0.01986,1,0.72554,0.46413,0.01442,0.5,0.29054,0.18109,0.8762,1.24951,2.80467,1.17293,0.000336707,0.000336707,0.000336707
26,23.4161,0.91739,1.45564,2.07891,1.21479,0.01986,1,0.72554,0.46413,0.01442,0.5,0.29054,0.18109,0.8762,1.24951,2.80467,1.17293,0.000347986,0.000347986,0.000347986
27,24.2581,0.88634,1.11416,2.10918,1.08424,0.01984,1,0.70025,0.48238,0.01429,0.5,0.26946,0.18798,0.91532,1.18355,2.77452,1.17885,0.000359045,0.000359045,0.000359045
28,25.044,0.88079,1.10666,1.88794,1.12511,0.01984,1,0.70025,0.48238,0.01429,0.5,0.26946,0.18798,0.91532,1.18355,2.77452,1.17885,0.000369884,0.000369884,0.000369884
29,25.847,0.89115,1.5073,1.97333,1.16809,0.01984,1,0.72508,0.46082,0.01432,0.5,0.28049,0.21211,0.86112,1.51521,2.76512,1.14541,0.000380503,0.000380503,0.000380503
30,26.6931,1.01193,1.29598,1.82279,1.24275,0.01984,1,0.72508,0.46082,0.01432,0.5,0.28049,0.21211,0.86112,1.51521,2.76512,1.14541,0.000390901,0.000390901,0.000390901
31,27.5204,0.92735,1.33622,1.86633,1.12905,0.01986,1,0.70542,0.45686,0.01441,0.5,0.26658,0.20395,0.78281,1.93606,2.74383,1.13592,0.00040108,0.00040108,0.00040108
32,28.3361,0.85301,1.2793,1.69777,1.13346,0.01986,1,0.70542,0.45686,0.01441,0.5,0.26658,0.20395,0.78281,1.93606,2.74383,1.13592,0.000411039,0.000411039,0.000411039
33,29.1399,0.88661,1.04062,1.65489,1.16853,0.01988,1,0.7889,0.54691,0.01456,0.5,0.26562,0.19751,0.71048,1.62295,2.71596,1.0991,0.000420777,0.000420777,0.000420777
34,29.9605,0.8346,1.07044,1.65371,1.08172,0.01988,1,0.7889,0.54691,0.01456,0.5,0.26562,0.19751,0.71048,1.62295,2.71596,1.0991,0.000430296,0.000430296,0.000430296
35,30.7569,0.85491,1.01145,1.63849,1.14666,0.01994,1,0.72064,0.57525,0.01481,0.5,0.24724,0.18014,0.80748,1.364,2.68647,1.17287,0.000439595,0.000439595,0.000439595
36,31.542,0.85142,1.2608,1.56367,1.14066,0.01994,1,0.72064,0.57525,0.01481,0.5,0.24724,0.18014,0.80748,1.364,2.68647,1.17287,0.000448673,0.000448673,0.000448673
37,32.3463,0.80526,1.12293,1.56817,1.1094,0.02003,1,0.73795,0.5589,0.01508,0.5,0.23968,0.17099,0.91553,1.42629,2.65745,1.26655,0.000457531,0.000457531,0.000457531
38,33.1272,0.89063,1.08287,1.45834,1.1056,0.02003,1,0.73795,0.5589,0.01508,0.5,0.23968,0.17099,0.91553,1.42629,2.65745,1.26655,0.00046617,0.00046617,0.00046617
39,33.9808,0.73224,1.07076,1.39167,1.05537,0.01934,0.97917,0.72228,0.64312,0.01427,0.47917,0.22478,0.15754,0.83928,1.45555,2.60065,1.22198,0.000474588,0.000474588,0.000474588
40,34.7599,0.83815,0.92891,1.29881,1.12831,0.01934,0.97917,0.72228,0.64312,0.01427,0.47917,0.22478,0.15754,0.83928,1.45555,2.60065,1.22198,0.000482787,0.000482787,0.000482787
41,35.5529,0.80451,0.87517,1.25944,1.16617,0.01935,0.97917,0.73637,0.68885,0.01429,0.47917,0.25474,0.18334,0.89023,1.67845,2.56433,1.24431,0.000490765,0.000490765,0.000490765
42,36.7091,0.86445,0.9308,1.28282,1.10457,0.01935,0.97917,0.73637,0.68885,0.01429,0.47917,0.25474,0.18334,0.89023,1.67845,2.56433,1.24431,0.000498523,0.000498523,0.000498523
43,37.7933,0.89372,1.07571,1.3032,1.15243,0.01936,0.97917,0.74388,0.68098,0.01432,0.47917,0.24157,0.16815,0.95363,1.86803,2.52725,1.27153,0.000506061,0.000506061,0.000506061
44,38.6012,0.85684,0.84144,1.10773,1.11869,0.01936,0.97917,0.74388,0.68098,0.01432,0.47917,0.24157,0.16815,0.95363,1.86803,2.52725,1.27153,0.000513379,0.000513379,0.000513379
45,39.3782,0.84839,1.0407,1.23601,1.19277,0.01933,0.97917,0.76009,0.66191,0.0136,0.45833,0.21562,0.1356,0.9406,1.94672,2.45618,1.24408,0.000520477,0.000520477,0.000520477
46,40.1279,0.95612,0.99274,1.16863,1.22453,0.01933,0.97917,0.76009,0.66191,0.0136,0.45833,0.21562,0.1356,0.9406,1.94672,2.45618,1.24408,0.000527355,0.000527355,0.000527355
47,40.9035,0.98891,1.29684,1.18569,1.1703,0.01931,0.97917,0.77621,0.62801,0.01353,0.45833,0.23083,0.14405,0.92248,1.93082,2.41297,1.22245,0.000534013,0.000534013,0.000534013
48,41.6695,0.86178,0.82903,1.0778,1.10942,0.01931,0.97917,0.77621,0.62801,0.01353,0.45833,0.23083,0.14405,0.92248,1.93082,2.41297,1.22245,0.000540451,0.000540451,0.000540451
49,42.4603,0.83808,0.85065,1.09842,1.14668,0.94753,0.69906,0.77592,0.60178,0.5,0.19906,0.283,0.19425,0.92398,1.48353,2.36067,1.18282,0.000546669,0.000546669,0.000546669
50,43.2383,0.7749,0.90234,1.03157,1.06273,0.94753,0.69906,0.77592,0.60178,0.5,0.19906,0.283,0.19425,0.92398,1.48353,2.36067,1.18282,0.000552667,0.000552667,0.000552667
51,44.0134,0.83933,0.78128,1.03929,1.14884,1,0.34164,0.77129,0.61445,0.5,0.13322,0.28481,0.21977,0.93338,1.01694,2.29556,1.16204,0.000558445,0.000558445,0.000558445
52,44.7809,0.7018,0.68154,0.97973,1.05366,1,0.34164,0.77129,0.61445,0.5,0.13322,0.28481,0.21977,0.93338,1.01694,2.29556,1.16204,0.000564003,0.000564003,0.000564003
53,45.5519,0.77312,0.77954,1.02963,1.13122,1,0.34164,0.77129,0.61445,0.5,0.13322,0.28481,0.21977,0.93338,1.01694,2.29556,1.16204,0.000569341,0.000569341,0.000569341
54,46.3299,0.85461,0.95432,1.08628,1.16053,1,0.56472,0.77588,0.65133,0.5,0.17747,0.29423,0.23084,0.9805,0.77342,2.21908,1.17533,0.000574458,0.000574458,0.000574458
55,47.4299,0.75496,0.65941,0.99037,1.1088,1,0.56472,0.77588,0.65133,0.5,0.17747,0.29423,0.23084,0.9805,0.77342,2.21908,1.17533,0.000579356,0.000579356,0.000579356
56,48.5351,0.81799,0.81328,0.97993,1.10951,1,0.56472,0.77588,0.65133,0.5,0.17747,0.29423,0.23084,0.9805,0.77342,2.21908,1.17533,0.000584033,0.000584033,0.000584033
57,49.6484,0.73918,0.73754,0.96508,1.11349,1,0.65166,0.79133,0.67059,0.5,0.18149,0.32213,0.23588,1.05992,0.778,2.16618,1.25184,0.000588491,0.000588491,0.000588491
58,50.7863,0.75241,1.05617,0.94406,1.09976,1,0.65166,0.79133,0.67059,0.5,0.18149,0.32213,0.23588,1.05992,0.778,2.16618,1.25184,0.000592729,0.000592729,0.000592729
59,51.9103,0.81527,1.02392,0.98711,1.1541,1,0.65166,0.79133,0.67059,0.5,0.18149,0.32213,0.23588,1.05992,0.778,2.16618,1.25184,0.000596746,0.000596746,0.000596746
60,53.046,0.77175,0.77306,1.00543,1.09552,0.98324,0.68082,0.8181,0.69147,0.5,0.18356,0.34639,0.23806,1.08018,0.87755,2.14306,1.29214,0.000600543,0.000600543,0.000600543
61,54.1305,0.77154,0.96282,0.90529,1.08553,0.98324,0.68082,0.8181,0.69147,0.5,0.18356,0.34639,0.23806,1.08018,0.87755,2.14306,1.29214,0.000604121,0.000604121,0.000604121
62,55.2206,0.73132,0.62732,0.9062,1.12003,0.98324,0.68082,0.8181,0.69147,0.5,0.18356,0.34639,0.23806,1.08018,0.87755,2.14306,1.29214,0.000607478,0.000607478,0.000607478
63,56.3344,0.76845,0.94771,0.95436,1.13842,0.944,0.69121,0.84049,0.69058,0.5,0.1992,0.36696,0.22979,1.00461,1.0279,2.03238,1.26228,0.000610615,0.000610615,0.000610615
64,57.127,0.78511,0.99634,0.8985,1.11772,0.944,0.69121,0.84049,0.69058,0.5,0.1992,0.36696,0.22979,1.00461,1.0279,2.03238,1.26228,0.000613533,0.000613533,0.000613533
65,57.9403,0.81616,0.8211,0.91387,1.10596,0.944,0.69121,0.84049,0.69058,0.5,0.1992,0.36696,0.22979,1.00461,1.0279,2.03238,1.26228,0.00061623,0.00061623,0.00061623
66,58.8008,0.70679,0.63302,0.8187,1.07765,0.93218,0.71486,0.86699,0.74756,0.45412,0.20639,0.36171,0.25016,0.96407,1.15911,1.8821,1.22595,0.000618707,0.000618707,0.000618707
67,59.8769,0.76241,0.71822,0.86785,1.1226,0.93218,0.71486,0.86699,0.74756,0.45412,0.20639,0.36171,0.25016,0.96407,1.15911,1.8821,1.22595,0.000620964,0.000620964,0.000620964
68,61.0146,0.78026,0.91761,0.92248,1.1421,0.93218,0.71486,0.86699,0.74756,0.45412,0.20639,0.36171,0.25016,0.96407,1.15911,1.8821,1.22595,0.000623001,0.000623001,0.000623001
69,62.1621,0.75132,0.86561,0.91935,1.1119,0.94292,0.72146,0.8858,0.76094,0.45628,0.21788,0.35633,0.26732,0.88613,1.07529,1.74858,1.16803,0.000624818,0.000624818,0.000624818
70,63.2988,0.74761,0.79222,0.84329,1.02775,0.94292,0.72146,0.8858,0.76094,0.45628,0.21788,0.35633,0.26732,0.88613,1.07529,1.74858,1.16803,0.000626415,0.000626415,0.000626415
71,64.4262,0.79634,1.04057,0.94805,1.03363,0.94292,0.72146,0.8858,0.76094,0.45628,0.21788,0.35633,0.26732,0.88613,1.07529,1.74858,1.16803,0.000627792,0.000627792,0.000627792
72,65.5889,0.74241,0.91864,0.85406,1.06885,0.9584,0.7065,0.88021,0.71536,0.47487,0.27083,0.39033,0.2971,0.86508,0.82223,1.60097,1.18853,0.000628949,0.000628949,0.000628949
73,66.3631,0.7708,0.96299,0.90314,1.1238,0.9584,0.7065,0.88021,0.71536,0.47487,0.27083,0.39033,0.2971,0.86508,0.82223,1.60097,1.18853,0.000629886,0.000629886,0.000629886
74,67.1308,0.81706,0.94445,0.90827,1.12085,0.9584,0.7065,0.88021,0.71536,0.47487,0.27083,0.39033,0.2971,0.86508,0.82223,1.60097,1.18853,0.000630603,0.000630603,0.000630603
75,67.9395,0.79901,0.75981,0.88272,1.10389,0.97022,0.71419,0.87594,0.63829,0.49423,0.29167,0.38982,0.30435,0.89673,0.73358,1.50144,1.21199,0.0006311,0.0006311,0.0006311
76,68.7333,0.70164,0.7642,0.80498,1.05001,0.97022,0.71419,0.87594,0.63829,0.49423,0.29167,0.38982,0.30435,0.89673,0.73358,1.50144,1.21199,0.000631376,0.000631376,0.000631376
77,69.5487,0.69526,0.81456,0.81364,1.0209,0.97022,0.71419,0.87594,0.63829,0.49423,0.29167,0.38982,0.30435,0.89673,0.73358,1.50144,1.21199,0.000631433,0.000631433,0.000631433
78,70.4038,0.7205,0.8698,0.83696,1.05988,0.90524,0.80251,0.90458,0.6601,0.5,0.34568,0.41301,0.31605,0.87036,0.64381,1.40813,1.20808,0.00063127,0.00063127,0.00063127
79,71.1855,0.68043,0.6313,0.77097,1.02952,0.90524,0.80251,0.90458,0.6601,0.5,0.34568,0.41301,0.31605,0.87036,0.64381,1.40813,1.20808,0.000630886,0.000630886,0.000630886
80,71.9629,0.62691,0.56227,0.75082,1.0053,0.90524,0.80251,0.90458,0.6601,0.5,0.34568,0.41301,0.31605,0.87036,0.64381,1.40813,1.20808,0.000630283,0.000630283,0.000630283
81,72.8025,0.67787,0.75717,0.79263,1.01633,0.86547,0.83333,0.92158,0.74119,0.47194,0.35057,0.42408,0.32082,0.82473,0.63732,1.25658,1.15359,0.000629459,0.000629459,0.000629459
82,73.9614,0.61964,0.66952,0.79063,1.00358,0.86547,0.83333,0.92158,0.74119,0.47194,0.35057,0.42408,0.32082,0.82473,0.63732,1.25658,1.15359,0.000628416,0.000628416,0.000628416
83,75.0692,0.70002,0.82274,0.82088,1.08678,0.86547,0.83333,0.92158,0.74119,0.47194,0.35057,0.42408,0.32082,0.82473,0.63732,1.25658,1.15359,0.000627152,0.000627152,0.000627152
84,76.1809,0.74963,0.69053,0.79791,1.07107,0.91358,0.83413,0.92925,0.79006,0.5,0.34369,0.43175,0.33236,0.7614,0.5939,1.11627,1.09808,0.000625668,0.000625668,0.000625668
85,77.3365,0.7003,0.85272,0.84237,1.0231,0.91358,0.83413,0.92925,0.79006,0.5,0.34369,0.43175,0.33236,0.7614,0.5939,1.11627,1.09808,0.000623965,0.000623965,0.000623965
86,78.4337,0.67651,0.58676,0.7465,1.00715,0.91358,0.83413,0.92925,0.79006,0.5,0.34369,0.43175,0.33236,0.7614,0.5939,1.11627,1.09808,0.000622041,0.000622041,0.000622041
87,79.5193,0.7065,0.95281,0.77845,1.04907,0.91358,0.83413,0.92925,0.79006,0.5,0.34369,0.43175,0.33236,0.7614,0.5939,1.11627,1.09808,0.000619897,0.000619897,0.000619897
88,80.7565,0.74916,0.75655,0.77092,1.06632,0.88074,0.83737,0.93587,0.7964,0.46459,0.35417,0.43837,0.34807,0.74504,0.52409,1.00018,1.08499,0.000617533,0.000617533,0.000617533
89,81.9012,0.68146,0.75668,0.77434,1.03526,0.88074,0.83737,0.93587,0.7964,0.46459,0.35417,0.43837,0.34807,0.74504,0.52409,1.00018,1.08499,0.00061495,0.00061495,0.00061495
90,83.0287,0.77481,0.83098,0.9067,1.14396,0.88074,0.83737,0.93587,0.7964,0.46459,0.35417,0.43837,0.34807,0.74504,0.52409,1.00018,1.08499,0.000612146,0.000612146,0.000612146
91,84.1076,0.71169,0.90065,0.76348,1.00832,0.88074,0.83737,0.93587,0.7964,0.46459,0.35417,0.43837,0.34807,0.74504,0.52409,1.00018,1.08499,0.000609122,0.000609122,0.000609122
92,85.2443,0.7153,0.85113,0.82877,1.03976,0.89699,0.85417,0.94293,0.82643,0.47246,0.35758,0.44543,0.35133,0.71197,0.52142,0.95561,1.06244,0.000605878,0.000605878,0.000605878
93,86.3333,0.58955,0.6307,0.7078,1.01102,0.89699,0.85417,0.94293,0.82643,0.47246,0.35758,0.44543,0.35133,0.71197,0.52142,0.95561,1.06244,0.000602414,0.000602414,0.000602414
94,87.4678,0.63005,0.64578,0.75315,1.00566,0.89699,0.85417,0.94293,0.82643,0.47246,0.35758,0.44543,0.35133,0.71197,0.52142,0.95561,1.06244,0.00059873,0.00059873,0.00059873
95,88.6154,0.66766,0.83017,0.76875,1.00282,0.89699,0.85417,0.94293,0.82643,0.47246,0.35758,0.44543,0.35133,0.71197,0.52142,0.95561,1.06244,0.000594826,0.000594826,0.000594826
96,89.7322,0.7062,0.68978,0.77459,0.9832,0.92811,0.84561,0.94896,0.81656,0.48484,0.35417,0.45146,0.35705,0.75105,0.47748,0.91888,1.08509,0.000590701,0.000590701,0.000590701
97,90.6788,0.61623,0.59601,0.71924,1.01344,0.92811,0.84561,0.94896,0.81656,0.48484,0.35417,0.45146,0.35705,0.75105,0.47748,0.91888,1.08509,0.000586357,0.000586357,0.000586357
98,91.5813,0.64035,0.81031,0.75767,1.07486,0.92811,0.84561,0.94896,0.81656,0.48484,0.35417,0.45146,0.35705,0.75105,0.47748,0.91888,1.08509,0.000581793,0.000581793,0.000581793
99,92.5373,0.60495,0.62514,0.7204,0.99601,0.92811,0.84561,0.94896,0.81656,0.48484,0.35417,0.45146,0.35705,0.75105,0.47748,0.91888,1.08509,0.000577009,0.000577009,0.000577009
100,93.5495,0.63281,0.80191,0.76936,1.00511,0.89411,0.90297,0.96317,0.85268,0.47181,0.41667,0.46567,0.36804,0.6878,0.41246,0.8574,1.05734,0.000572004,0.000572004,0.000572004
101,94.804,0.68374,0.6866,0.80437,1.07409,0.89411,0.90297,0.96317,0.85268,0.47181,0.41667,0.46567,0.36804,0.6878,0.41246,0.8574,1.05734,0.00056678,0.00056678,0.00056678
102,96.0255,0.62914,0.56737,0.72038,1.03098,0.89411,0.90297,0.96317,0.85268,0.47181,0.41667,0.46567,0.36804,0.6878,0.41246,0.8574,1.05734,0.000555778,0.000555778,0.000555778
103,97.3105,0.63787,0.68405,0.71698,1.01219,0.89411,0.90297,0.96317,0.85268,0.47181,0.41667,0.46567,0.36804,0.6878,0.41246,0.8574,1.05734,0.000544776,0.000544776,0.000544776
104,98.5711,0.58424,0.64905,0.69084,0.98944,0.87279,0.9375,0.9664,0.85765,0.44561,0.4375,0.4689,0.36789,0.6358,0.36422,0.78776,1.0386,0.000533773,0.000533773,0.000533773
105,99.7632,0.68309,0.83453,0.77398,1.03953,0.87279,0.9375,0.9664,0.85765,0.44561,0.4375,0.4689,0.36789,0.6358,0.36422,0.78776,1.0386,0.000522771,0.000522771,0.000522771
106,100.973,0.62091,0.60873,0.7101,0.99014,0.87279,0.9375,0.9664,0.85765,0.44561,0.4375,0.4689,0.36789,0.6358,0.36422,0.78776,1.0386,0.000511769,0.000511769,0.000511769
107,102.129,0.60988,0.69068,0.72795,1.00127,0.87279,0.9375,0.9664,0.85765,0.44561,0.4375,0.4689,0.36789,0.6358,0.36422,0.78776,1.0386,0.000500767,0.000500767,0.000500767
108,103.374,0.61768,0.71598,0.74403,1.02187,0.93459,0.92771,0.96709,0.86108,0.49344,0.4375,0.46959,0.39307,0.61166,0.36179,0.74199,1.0228,0.000489765,0.000489765,0.000489765
109,104.509,0.64964,0.66314,0.71994,0.97952,0.93459,0.92771,0.96709,0.86108,0.49344,0.4375,0.46959,0.39307,0.61166,0.36179,0.74199,1.0228,0.000478762,0.000478762,0.000478762
110,105.62,0.62503,0.55686,0.73091,1.0418,0.93459,0.92771,0.96709,0.86108,0.49344,0.4375,0.46959,0.39307,0.61166,0.36179,0.74199,1.0228,0.00046776,0.00046776,0.00046776
111,106.832,0.57839,0.6088,0.70936,1.00521,0.93459,0.92771,0.96709,0.86108,0.49344,0.4375,0.46959,0.39307,0.61166,0.36179,0.74199,1.0228,0.000456758,0.000456758,0.000456758
112,107.981,0.67051,0.70498,0.81792,1.0598,0.93182,0.92902,0.96501,0.8763,0.5,0.43037,0.46751,0.40114,0.62477,0.39136,0.74278,1.03131,0.000445756,0.000445756,0.000445756
113,109.081,0.57689,0.58393,0.6772,0.95998,0.93182,0.92902,0.96501,0.8763,0.5,0.43037,0.46751,0.40114,0.62477,0.39136,0.74278,1.03131,0.000434754,0.000434754,0.000434754
114,110.182,0.56999,0.59539,0.69295,0.94802,0.93182,0.92902,0.96501,0.8763,0.5,0.43037,0.46751,0.40114,0.62477,0.39136,0.74278,1.03131,0.000423751,0.000423751,0.000423751
115,111.261,0.65539,0.65361,0.72035,1.00782,0.93182,0.92902,0.96501,0.8763,0.5,0.43037,0.46751,0.40114,0.62477,0.39136,0.74278,1.03131,0.000412749,0.000412749,0.000412749
116,112.363,0.59584,0.68753,0.72512,1.02713,0.91019,0.91667,0.95595,0.87048,0.47038,0.41667,0.45845,0.38816,0.64739,0.41773,0.74932,1.03063,0.000401747,0.000401747,0.000401747
117,113.155,0.64146,0.60817,0.72616,1.03504,0.91019,0.91667,0.95595,0.87048,0.47038,0.41667,0.45845,0.38816,0.64739,0.41773,0.74932,1.03063,0.000390745,0.000390745,0.000390745
118,113.94,0.6064,0.8561,0.78128,1.01542,0.91019,0.91667,0.95595,0.87048,0.47038,0.41667,0.45845,0.38816,0.64739,0.41773,0.74932,1.03063,0.000379743,0.000379743,0.000379743
119,114.739,0.58822,0.71903,0.7084,0.99412,0.91019,0.91667,0.95595,0.87048,0.47038,0.41667,0.45845,0.38816,0.64739,0.41773,0.74932,1.03063,0.00036874,0.00036874,0.00036874
120,115.599,0.57404,0.67026,0.66754,1.00999,0.93192,0.91667,0.95687,0.86897,0.49275,0.41667,0.45937,0.38747,0.61599,0.4223,0.72724,1.00826,0.000357738,0.000357738,0.000357738
121,116.388,0.58534,0.51511,0.7226,0.9803,0.93192,0.91667,0.95687,0.86897,0.49275,0.41667,0.45937,0.38747,0.61599,0.4223,0.72724,1.00826,0.000346736,0.000346736,0.000346736
122,117.163,0.54734,0.44768,0.67357,1.00242,0.93192,0.91667,0.95687,0.86897,0.49275,0.41667,0.45937,0.38747,0.61599,0.4223,0.72724,1.00826,0.000335734,0.000335734,0.000335734
123,117.965,0.4962,0.54677,0.63185,0.94278,0.93192,0.91667,0.95687,0.86897,0.49275,0.41667,0.45937,0.38747,0.61599,0.4223,0.72724,1.00826,0.000324732,0.000324732,0.000324732
124,118.77,0.53256,0.7224,0.65252,0.97528,0.9408,0.91667,0.96057,0.87611,0.49545,0.41667,0.46307,0.38988,0.57331,0.41014,0.68213,0.99687,0.000313729,0.000313729,0.000313729
125,119.539,0.58317,0.73254,0.68702,0.98371,0.9408,0.91667,0.96057,0.87611,0.49545,0.41667,0.46307,0.38988,0.57331,0.41014,0.68213,0.99687,0.000302727,0.000302727,0.000302727
126,120.352,0.53665,0.59523,0.70621,1.01552,0.9408,0.91667,0.96057,0.87611,0.49545,0.41667,0.46307,0.38988,0.57331,0.41014,0.68213,0.99687,0.000291725,0.000291725,0.000291725
127,121.165,0.55613,0.52609,0.65571,0.96034,0.9408,0.91667,0.96057,0.87611,0.49545,0.41667,0.46307,0.38988,0.57331,0.41014,0.68213,0.99687,0.000280723,0.000280723,0.000280723
128,121.962,0.56467,0.69519,0.6717,1.02188,0.94535,0.91667,0.96095,0.89894,0.49548,0.41667,0.46345,0.38439,0.58526,0.43435,0.66169,1.00835,0.000269721,0.000269721,0.000269721
129,123.053,0.53761,0.48768,0.69239,0.98777,0.94535,0.91667,0.96095,0.89894,0.49548,0.41667,0.46345,0.38439,0.58526,0.43435,0.66169,1.00835,0.000258718,0.000258718,0.000258718
130,124.204,0.52897,0.67472,0.67612,0.98439,0.94535,0.91667,0.96095,0.89894,0.49548,0.41667,0.46345,0.38439,0.58526,0.43435,0.66169,1.00835,0.000247716,0.000247716,0.000247716
131,125.306,0.6259,0.80727,0.71904,1.02312,0.94535,0.91667,0.96095,0.89894,0.49548,0.41667,0.46345,0.38439,0.58526,0.43435,0.66169,1.00835,0.000236714,0.000236714,0.000236714
132,126.45,0.60294,0.51717,0.69047,0.98106,0.94333,0.93118,0.96347,0.89866,0.5,0.43452,0.46597,0.38428,0.59772,0.45314,0.64789,1.01566,0.000225712,0.000225712,0.000225712
